Buffy the Vampire Slayer,"Action, Comedy, Fantasy",Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.
It's Complicated,"Comedy, Drama, Romance","When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried."
"Planes, Trains & Automobiles","Comedy, Drama","A Chicago advertising man must struggle to travel home from New York for Thanksgiving, with a lovable oaf of a shower-curtain-ring salesman as his only companion."
A Night at the Roxbury,"Comedy, Music, Romance","Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury."
The Long Goodbye,"Comedy, Crime, Drama","Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
BASEketball,"Comedy, Sport","Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team."
The Interview,"Action, Adventure, Comedy","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictatorJong-Un Kim, they are recruited by the CIA to assassinate him."
Ella Enchanted,"Comedy, Family, Fantasy","Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling."
Piranha 3DD,"Comedy, Horror, Sci-Fi","After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark."
The Book of Life,"Animation, Adventure, Comedy","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears."
Mank,"Biography, Comedy, Drama",1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriterHerman J. Mankiewiczas he races to finish the screenplay ofCitizen Kane(1941).
Pride and Prejudice and Zombies,"Action, Comedy, Fantasy",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.
Metal Lords,"Comedy, Music",Two friends try to form a heavy metal band with a cellist for a Battle of the Bands.
Kiss Kiss Bang Bang,"Comedy, Crime, Mystery","After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery."
My Big Fat Greek Wedding 2,"Comedy, Romance",A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.
Secondhand Lions,"Comedy, Drama, Family","A coming-of-age story about a shy young boy sent by his irresponsible mother to spend the summer with his wealthy, eccentric uncles in Texas."
Chip 'n Dale: Rescue Rangers,"Animation, Action, Adventure","Thirty years after their popular television show ended, chipmunks Chip and Dale live very different lives. When a cast member from the original series mysteriously disappears, the pair must reunite to save their friend."
Private School,"Comedy, Romance",Chris from a girls' boarding school loves Jim from a nearby boys' boarding school. Jordan also wants Jim and plays dirty. Jim and two friends visit the girls' school posing as girls.
Mon crime,"Comedy, Crime, Drama","Madeleine Verdier, a penniless actress is accused of the murder of a famous producer. With the help of her best friend she proves that, she is acquitted for self-defense. Then begins a life of glory and success, until truth comes to light."
Mermaids,"Comedy, Drama, Romance","An unconventional single mother relocates with her two daughters to a small Massachusetts town in 1963, where a number of events and relationships both challenge and strengthen their familial bonds."
Jay and Silent Bob Strike Back,Comedy,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie."
Grumpy Old Men,"Comedy, Drama, Romance",A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.
Pan,"Action, Adventure, Comedy","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan."
Elf,"Adventure, Comedy, Family","Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit."
Angels in the Outfield,"Comedy, Family, Fantasy","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
Blast from the Past,"Comedy, Drama, Romance",A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
Evan Almighty,"Comedy, Family, Fantasy",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.
The Ridiculous 6,"Action, Adventure, Comedy","An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad."
Nine to Five,Comedy,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him."
The Emoji Movie,"Animation, Adventure, Comedy","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
The Croods: A New Age,"Animation, Adventure, Comedy","The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved."
I Want You Back,"Comedy, Romance",Newly-dumped thirtysomethings Peter and Emma team up to sabotage their exes' new relationships and win them back for good.
The Boss Baby: Family Business,"Animation, Adventure, Comedy","The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business."
Beach Blanket Bingo,"Comedy, Musical, Romance","Frankie, DeeDee, and the gang meet singing sensation Sugar Kane in a publicity stunt; they all get introduced to skydiving and get caught up in love."
Anchorman 2: The Legend Continues,Comedy,"With the 1970s behind him, San Diego's former top-rated newsreader, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm."
Lake Placid,"Action, Comedy, Horror","Three people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine."
Creepshow,"Comedy, Fantasy, Horror","Five grisly tales from a kid's comic book about a murdered father rising from his grave, a bizarre meteor, a vengeful husband, a mysterious crate's occupant, and a plague of cockroaches."
3 Men and a Baby,"Comedy, Drama, Family","Jack Holden and his friends, Peter and Michael, spend most of their time having flings with several women in their apartment. Their life changes when a mysterious baby appears at their doorstep."
Home Alone 2: Lost in New York,"Adventure, Comedy, Crime","One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind."
